domain_1	domain_2
PF05049	PF05049
PF04952	PF04952
PF00249	PF00226
PF00180	PF00069
PF00520	PF08016
PF02136	PF00071
PF01423	PF01138
PF00089	PF17790
PF10515	PF00640
PF00160	PF00069
PF08512	PF08644
PF05873	PF00306
PF01920	PF01920
PF00168	PF00036
PF17781	PF17781
PF00458	PF03950
PF00623	PF01192
PF00560	PF00097
PF00550	PF00266
PF07742	PF04857
PF00579	PF00579
PF00757	PF07686
PF01624	PF01624
PF01039	PF01039
PF00069	PF00225
PF05188	PF05192
PF00023	PF01267
PF00179	PF08389
PF02816	PF00069
PF00084	PF00008
PF04051	PF04099
PF18035	PF18035
PF16124	PF00270
PF16516	PF16516
PF00503	PF00069
PF04934	PF05983
PF00378	PF00378
PF03986	PF02991
PF04699	PF00022
PF03178	PF03660
PF05192	PF02518
PF00788	PF00618
PF00022	PF08385
PF00550	PF13193
PF00270	PF08084
PF13012	PF10075
PF15275	PF17772
PF16898	PF01751
PF10075	PF10075
PF00043	PF18569
PF00023	PF01115
PF00433	PF00433
PF02144	PF04139
PF12774	PF18198
PF00067	PF00595
PF00071	PF01459
PF00071	PF12130
PF00439	PF03226
PF12777	PF12781
PF00271	PF02889
PF00018	PF01056
PF00175	PF00667
PF00094	PF00094
PF00170	PF00170
PF04901	PF04901
PF10613	PF01094
PF00089	PF14670
PF18150	PF16880
PF09440	PF01399
PF00036	PF00254
PF00333	PF00312
PF00069	PF01392
PF01000	PF03876
PF00627	PF00240
PF00130	PF00168
PF00581	PF00160
PF00020	PF00020
PF06093	PF00575
PF05236	PF04719
PF00562	PF00176
PF00045	PF01471
PF11838	PF17900
PF17226	PF12265
PF17976	PF00240
PF05236	PF03540
PF02786	PF00271
PF18119	PF18119
PF05191	PF00406
PF07679	PF07679
PF01992	PF01990
PF13895	PF07654
PF02883	PF00928
PF00018	PF00620
PF00134	PF00134
PF02864	PF02865
PF07717	PF04408
PF00117	PF02540
PF11598	PF11598
PF00386	PF07654
PF03368	PF00270
PF02969	PF00249
PF01399	PF13012
PF01253	PF01873
PF10596	PF10598
PF00623	PF04563
PF00069	PF00080
PF00069	PF13646
PF02751	PF05236
PF00454	PF08771
PF02002	PF18121
PF13895	PF00354
PF00618	PF00621
PF12777	PF12777
PF17942	PF13589
PF03719	PF00177
PF07678	PF17790
PF00957	PF05008
PF00244	PF08321
PF01608	PF00018
PF14826	PF14826
PF03144	PF16004
PF00079	PF00026
PF08996	PF04104
PF10596	PF10597
PF03166	PF00069
PF01704	PF01704
PF13516	PF00074
PF14631	PF14680
PF02291	PF00583
PF00756	PF00756
PF00612	PF13499
PF02934	PF01425
PF08676	PF16413
PF09289	PF07648
PF00069	PF00870
PF00595	PF00149
PF05021	PF02359
PF00562	PF04565
PF00622	PF07654
PF07714	PF00307
PF00071	PF02985
PF00069	PF00018
PF00520	PF07686
PF00957	PF00957
PF01119	PF01624
PF00413	PF00965
PF00022	PF06068
PF06400	PF00057
PF15150	PF00452
PF05000	PF04990
PF05000	PF04561
PF09454	PF09454
PF00830	PF00297
PF04567	PF04560
PF03144	PF00009
PF14707	PF14707
PF01248	PF01929
PF00071	PF01652
PF02991	PF03986
PF00026	PF05184
PF05193	PF16187
PF00198	PF00676
PF01624	PF00271
PF13656	PF01193
PF00231	PF00400
PF00571	PF00291
PF04997	PF04560
PF00229	PF09305
PF13639	PF00179
PF08542	PF08542
PF00835	PF00957
PF00145	PF01426
PF00373	PF08725
PF16093	PF16093
PF00063	PF00069
PF00023	PF12796
PF02985	PF00010
PF00106	PF00324
PF02515	PF02515
PF02803	PF00378
PF00790	PF00240
PF02271	PF05193
PF07654	PF13765
PF00888	PF00179
PF01612	PF01612
PF00890	PF13534
PF00763	PF02882
PF09045	PF09060
PF00515	PF00515
PF00623	PF03876
PF00575	PF00411
PF02204	PF09311
PF00319	PF00319
PF01191	PF03876
PF00808	PF00352
PF04129	PF00071
PF07686	PF00194
PF00069	PF00415
PF00173	PF00173
PF00271	PF00752
PF01399	PF01399
PF02295	PF00035
PF03720	PF03721
PF09289	PF00050
PF00049	PF00219
PF00351	PF01842
PF07719	PF13181
PF00004	PF14629
PF00503	PF00002
PF00623	PF01000
PF01423	PF00009
PF00040	PF00059
PF01191	PF01000
PF00155	PF00153
PF18391	PF04564
PF08148	PF13234
PF00595	PF00769
PF04427	PF04874
PF16274	PF00013
PF03876	PF01193
PF00071	PF00415
PF17759	PF01409
PF04003	PF04003
PF00505	PF00271
PF00827	PF01092
PF05700	PF04564
PF00069	PF00757
PF00312	PF00333
PF17256	PF13181
PF00400	PF00179
PF05790	PF05790
PF02254	PF03493
PF00595	PF00788
PF00178	PF00319
PF05839	PF04049
PF00097	PF00515
PF03876	PF04566
PF04567	PF00125
PF00957	PF13774
PF02752	PF00339
PF16739	PF04851
PF13409	PF13409
PF01194	PF01193
PF02854	PF00098
PF00347	PF01247
PF04037	PF03178
PF00690	PF00690
PF04983	PF03876
PF04157	PF04157
PF00488	PF00488
PF08953	PF16300
PF00085	PF01451
PF05890	PF04939
PF09164	PF00022
PF05406	PF02877
PF00238	PF01245
PF00071	PF09311
PF00036	PF08726
PF13499	PF16644
PF13181	PF03256
PF12796	PF00071
PF00022	PF01115
PF00996	PF00254
PF04111	PF17675
PF13405	PF13833
PF00022	PF07529
PF00076	PF01398
PF10220	PF10220
PF01496	PF00006
PF03870	PF13656
PF00028	PF07686
PF00640	PF00595
PF17211	PF00888
PF18038	PF00373
PF00788	PF00595
PF01214	PF00071
PF01652	PF01912
PF00056	PF00056
PF04998	PF04565
PF08608	PF04055
PF07855	PF10033
PF09067	PF00041
PF03234	PF00183
PF02463	PF04825
PF03453	PF02932
PF08515	PF00069
PF00076	PF00076
PF10396	PF10396
PF05188	PF05190
PF00219	PF00090
PF01466	PF00888
PF04564	PF18391
PF02815	PF01365
PF01217	PF00400
PF00069	PF00010
PF04567	PF00400
PF00397	PF00632
PF02637	PF01425
PF01138	PF14382
PF18119	PF16739
PF13499	PF13499
PF06617	PF06617
PF00270	PF02854
PF01000	PF03870
PF00179	PF12678
PF04561	PF00562
PF13927	PF00341
PF00629	PF01400
PF12423	PF00625
PF08911	PF16186
PF03931	PF01847
PF01512	PF04800
PF05002	PF04969
PF00587	PF07973
PF00069	PF07535
PF00562	PF00575
PF00176	PF00125
PF02779	PF00198
PF00227	PF00004
PF02807	PF00217
PF10557	PF03556
PF00497	PF00060
PF03623	PF00017
PF00249	PF00533
PF01253	PF01399
PF00071	PF00010
PF00023	PF00023
PF11865	PF02259
PF01966	PF01966
PF09776	PF11788
PF16421	PF08934
PF09240	PF02059
PF01394	PF09268
PF13793	PF00156
PF00018	PF00022
PF03876	PF00623
PF00288	PF18376
PF03484	PF01409
PF07654	PF01064
PF00047	PF00102
PF05110	PF17793
PF01280	PF01599
PF00051	PF00089
PF03850	PF03849
PF02747	PF15715
PF08603	PF08603
PF06480	PF06480
PF09468	PF08615
PF02736	PF00036
PF09271	PF12796
PF00022	PF00241
PF16004	PF03144
PF00069	PF00226
PF04998	PF04997
PF00063	PF00063
PF00782	PF12796
PF00009	PF03464
PF08516	PF00059
PF00130	PF00433
PF00254	PF00307
PF05693	PF03370
PF04992	PF01192
PF17790	PF01835
PF00330	PF00271
PF00383	PF00383
PF00125	PF02735
PF03344	PF03344
PF07684	PF00066
PF00068	PF00068
PF00054	PF00054
PF03127	PF02883
PF00637	PF00637
PF00176	PF00400
PF00107	PF00389
PF08083	PF00642
PF04699	PF04062
PF00051	PF00008
PF00089	PF00018
PF13424	PF13844
PF00004	PF00004
PF00790	PF00637
PF00240	PF01749
PF10433	PF03660
PF08563	PF18521
PF07686	PF00047
PF00632	PF00397
PF00244	PF00011
PF04560	PF04565
PF16920	PF13855
PF00069	PF01380
PF07645	PF00683
PF00270	PF13959
PF00595	PF00640
PF02319	PF02319
PF00498	PF00240
PF00850	PF00069
PF00177	PF00203
PF17795	PF17796
PF08969	PF08969
PF00648	PF01067
PF00071	PF00433
PF02933	PF17862
PF07686	PF00017
PF00899	PF02991
PF07562	PF01094
PF10436	PF02518
PF00169	PF00017
PF00390	PF00069
PF13445	PF00240
PF16211	PF16211
PF00935	PF01667
PF13202	PF13405
PF00063	PF00018
PF00135	PF00135
PF00415	PF00069
PF16870	PF00676
PF02779	PF00364
PF03874	PF01193
PF16561	PF00782
PF07565	PF07565
PF13414	PF13414
PF00097	PF00179
PF02359	PF00789
PF00400	PF00610
PF08447	PF08447
PF01403	PF18020
PF02824	PF07973
PF00076	PF00254
PF00575	PF00270
PF01191	PF03870
PF01421	PF08516
PF00441	PF02771
PF00736	PF00736
PF01823	PF00057
PF00466	PF03946
PF02170	PF08699
PF04733	PF04053
PF04121	PF07575
PF00085	PF00627
PF02185	PF02185
PF02170	PF02171
PF14670	PF00079
PF00004	PF01434
PF00297	PF00276
PF00333	PF01249
PF18699	PF01161
PF00573	PF17135
PF05843	PF05843
PF02181	PF02181
PF00787	PF09325
PF02375	PF02375
PF08292	PF01193
PF08385	PF00400
PF00104	PF03166
PF07703	PF17791
PF00057	PF14670
PF01053	PF01053
PF00400	PF06544
PF04433	PF04433
PF05456	PF01652
PF07650	PF03501
PF00240	PF00627
PF08702	PF00089
PF01280	PF01200
PF01193	PF01192
PF08526	PF03068
PF10456	PF10456
PF07084	PF07084
PF02985	PF00514
PF04707	PF04707
PF01536	PF01536
PF07657	PF07645
PF00993	PF07654
PF00549	PF08442
PF00107	PF14765
PF00246	PF07686
PF00183	PF02518
PF00273	PF00022
PF08945	PF00452
PF00571	PF07686
PF10255	PF13012
PF11629	PF11629
PF00850	PF02919
PF01015	PF01599
PF03178	PF07189
PF00452	PF06393
PF00240	PF02845
PF00969	PF00969
PF12130	PF00071
PF02996	PF02996
PF00536	PF00595
PF08321	PF00515
PF00004	PF17872
PF00179	PF00899
PF00575	PF03876
PF00008	PF00089
PF07686	PF00069
PF00254	PF00515
PF00169	PF00069
PF13432	PF14559
PF00047	PF00008
PF02936	PF02285
PF00270	PF02889
PF00594	PF00089
PF03540	PF03847
PF00207	PF17791
PF00009	PF00400
PF00431	PF00084
PF18517	PF18517
PF01247	PF00380
PF00183	PF00515
PF01805	PF12108
PF00167	PF00168
PF09310	PF00157
PF00022	PF00132
PF00041	PF00059
PF00249	PF00176
PF02728	PF02727
PF00297	PF00347
PF02737	PF00108
PF02749	PF02749
PF00105	PF03143
PF00135	PF02210
PF02513	PF02513
PF06870	PF01193
PF01754	PF00179
PF02761	PF14447
PF00076	PF00069
PF08217	PF00071
PF13499	PF12796
PF00252	PF00673
PF00400	PF00240
PF00888	PF00646
PF00096	PF00097
PF13516	PF18779
PF02809	PF01363
PF15511	PF08214
PF00664	PF14396
PF03719	PF00338
PF09294	PF00008
PF10417	PF00578
PF02785	PF02785
PF10189	PF01336
PF00594	PF00008
PF00041	PF00055
PF02826	PF01423
PF04990	PF04998
PF08242	PF08242
PF12110	PF00400
PF04968	PF00183
PF00400	PF12353
PF13012	PF18503
PF03166	PF08782
PF03301	PF03301
PF00828	PF00573
PF00176	PF00505
PF09280	PF00240
PF00397	PF04992
PF10453	PF01248
PF00594	PF00594
PF13543	PF13543
PF18437	PF15967
PF04053	PF01217
PF00179	PF00646
PF00023	PF13637
PF00400	PF00503
PF08644	PF03531
PF04560	PF00575
PF00227	PF00227
PF04739	PF00069
PF18569	PF18569
PF02198	PF02198
PF10255	PF01399
PF00400	PF03178
PF00069	PF02732
PF00626	PF08033
PF03281	PF03281
PF00071	PF02759
PF04811	PF00626
PF01866	PF01866
PF08264	PF09334
PF00149	PF01603
PF01246	PF00428
PF00096	PF00069
PF02234	PF00134
PF00069	PF00514
PF02374	PF00240
PF01044	PF00076
PF00339	PF02752
PF15511	PF04729
PF00467	PF00575
PF03345	PF02516
PF00170	PF03131
PF00010	PF02344
PF02874	PF03179
PF10585	PF00179
PF07686	PF07575
PF03870	PF01000
PF02866	PF02866
PF07687	PF07687
PF00018	PF08944
PF00297	PF00281
PF00400	PF12781
PF01015	PF01200
PF01873	PF02020
PF01201	PF04427
PF00149	PF00562
PF14938	PF00804
PF01729	PF01729
PF00014	PF07686
PF02877	PF00644
PF00071	PF01412
PF00199	PF06628
PF00347	PF01198
PF00047	PF00629
PF14852	PF14853
PF00483	PF01008
PF00448	PF02978
PF07992	PF01012
PF08638	PF11221
PF00164	PF14492
PF00227	PF00443
PF08638	PF10156
PF12002	PF16193
PF17725	PF17725
PF00681	PF00681
PF03921	PF00092
PF00090	PF00057
PF02237	PF02237
PF04130	PF17681
PF00013	PF00189
PF09748	PF11221
PF07677	PF01759
PF01912	PF00400
PF04997	PF04561
PF01110	PF01110
PF08568	PF12678
PF04775	PF08840
PF00488	PF13589
PF15243	PF13181
PF18307	PF06331
PF04502	PF06246
PF00168	PF00168
PF00060	PF00595
PF00018	PF00071
PF00076	PF02792
PF15913	PF13855
PF01490	PF07686
PF07647	PF00536
PF01294	PF17135
PF07703	PF17789
PF07686	PF13424
PF01193	PF03876
PF00173	PF00175
PF00008	PF00053
PF00069	PF02190
PF05739	PF00071
PF00010	PF00989
PF00240	PF01485
PF00227	PF00595
PF00641	PF00281
PF16211	PF00125
PF17771	PF17771
PF01209	PF01209
PF05192	PF13589
PF05793	PF09309
PF00271	PF09405
PF00179	PF02891
PF00169	PF00779
PF13409	PF13410
PF00001	PF00560
PF02854	PF05383
PF07686	PF00002
PF00646	PF00514
PF00102	PF00571
PF01193	PF01000
PF00028	PF00514
PF09088	PF00076
PF04051	PF04628
PF08016	PF08016
PF00241	PF00929
PF00705	PF00752
PF07189	PF03660
PF00830	PF00453
PF00179	PF14447
PF00069	PF00533
PF02731	PF01125
PF00046	PF00046
PF13646	PF13012
PF00928	PF00928
PF00049	PF00086
PF03494	PF00061
PF05735	PF12947
PF03224	PF01990
PF13234	PF13234
PF00415	PF18111
PF02777	PF02777
PF01302	PF00118
PF00400	PF04427
PF00069	PF00024
PF13646	PF02985
PF02798	PF02798
PF00027	PF00612
PF00899	PF03986
PF05972	PF05972
PF05793	PF02270
PF11978	PF11978
PF02771	PF00441
PF04729	PF00439
PF05188	PF01624
PF18110	PF18110
PF00091	PF01920
PF03637	PF03637
PF00041	PF00621
PF00554	PF00554
PF09247	PF04719
PF14598	PF14598
PF00415	PF00415
PF01363	PF00071
PF08584	PF01900
PF01279	PF02793
PF00179	PF18773
PF14836	PF06337
PF13012	PF18392
PF10513	PF12998
PF00169	PF00018
PF00271	PF18119
PF07654	PF00059
PF10075	PF18392
PF13499	PF11601
PF01813	PF01990
PF00623	PF00562
PF13895	PF00047
PF02874	PF00400
PF00400	PF08083
PF07965	PF00092
PF13637	PF12796
PF04321	PF02773
PF03464	PF03144
PF09172	PF09172
PF04719	PF04719
PF01912	PF00009
PF00550	PF05347
PF08763	PF00036
PF00271	PF01031
PF13927	PF07679
PF16187	PF05193
PF14671	PF14671
PF16517	PF00069
PF00562	PF04567
PF17745	PF08615
PF00001	PF00631
PF00225	PF00498
PF02135	PF08563
PF10280	PF09637
PF00071	PF13181
PF00969	PF00993
PF11543	PF02933
PF16608	PF00658
PF15277	PF00804
PF00097	PF00646
PF03453	PF03454
PF01370	PF01370
PF02728	PF01179
PF00621	PF00595
PF00028	PF17756
PF00014	PF00014
PF00069	PF00098
PF00050	PF00089
PF07650	PF00411
PF15277	PF00071
PF01008	PF03144
PF17789	PF07686
PF03947	PF01777
PF12465	PF00227
PF00012	PF04563
PF01352	PF02023
PF00271	PF01423
PF00618	PF00617
PF13621	PF13621
PF08071	PF01479
PF00443	PF01088
PF10596	PF00642
PF01399	PF00023
PF02023	PF02023
PF03540	PF07524
PF09334	PF09334
PF00017	PF00102
PF01916	PF01916
PF00179	PF11976
PF02864	PF02864
PF13833	PF13499
PF13087	PF09416
PF12796	PF00656
PF01992	PF02874
PF02854	PF09090
PF00900	PF00467
PF00626	PF04815
PF00106	PF02801
PF17862	PF02359
PF03143	PF03465
PF07686	PF00757
PF00397	PF01833
PF13242	PF13242
PF00498	PF00125
PF00069	PF03637
PF10245	PF16053
PF18394	PF00069
PF01858	PF08934
PF03950	PF00458
PF00586	PF13507
PF00013	PF00400
PF00167	PF13499
PF02769	PF13507
PF00076	PF13869
PF17205	PF18372
PF00385	PF00385
PF00270	PF11648
PF00617	PF00617
PF00536	PF00536
PF00169	PF01369
PF13649	PF13649
PF00091	PF00836
PF04281	PF02064
PF01851	PF17781
PF00550	PF00698
PF00017	PF02761
PF07474	PF07686
PF00069	PF00439
PF01466	PF00240
PF00009	PF17777
PF00384	PF04800
PF00278	PF02100
PF00795	PF02540
PF00994	PF03453
PF18394	PF18396
PF00627	PF00004
PF10597	PF05282
PF00018	PF00618
PF00388	PF00169
PF16488	PF08699
PF00010	PF00554
PF10597	PF04676
PF00749	PF03129
PF00564	PF00621
PF00243	PF15902
PF00017	PF15347
PF00625	PF12052
PF13725	PF13725
PF16488	PF02171
PF05972	PF00514
PF00058	PF00054
PF00856	PF00622
PF00573	PF01282
PF17889	PF17779
PF03604	PF01000
PF00306	PF00400
PF00009	PF03144
PF04055	PF16881
PF01193	PF03870
PF16681	PF16680
PF00731	PF01259
PF00554	PF16179
PF05000	PF04998
PF13589	PF07496
PF08243	PF00125
PF14580	PF01423
PF00327	PF00237
PF04998	PF04567
PF00250	PF00554
PF00047	PF07654
PF00646	PF00134
PF00105	PF00630
PF04053	PF07718
PF00028	PF00028
PF16158	PF16158
PF12678	PF12678
PF00107	PF00107
PF00364	PF00515
PF01399	PF00240
PF01777	PF01248
PF00240	PF00097
PF01198	PF01247
PF00169	PF00387
PF04998	PF03871
PF08763	PF13833
PF00476	PF18049
PF00505	PF00022
PF00063	PF00300
PF01198	PF01780
PF08778	PF13621
PF00623	PF00467
PF00133	PF09334
PF00107	PF16884
PF00766	PF00441
PF00534	PF13439
PF00726	PF00726
PF00168	PF00433
PF09058	PF09058
PF16544	PF16544
PF00018	PF00307
PF03104	PF00136
PF14336	PF14336
PF00271	PF00348
PF07524	PF00400
PF00089	PF00024
PF18137	PF14630
PF05835	PF00957
PF07780	PF00573
PF08527	PF03068
PF00689	PF02038
PF00252	PF01245
PF00061	PF00041
PF00701	PF00701
PF14845	PF14845
PF03567	PF03567
PF02580	PF02580
PF00240	PF01851
PF12774	PF18199
PF18372	PF08441
PF00400	PF00125
PF02798	PF00149
PF00347	PF17777
PF03483	PF03484
PF04733	PF06957
PF06984	PF00276
PF00888	PF00400
PF00069	PF00211
PF00792	PF00613
PF07574	PF01454
PF01008	PF01008
PF00329	PF04800
PF00270	PF01751
PF01105	PF01105
PF01217	PF00076
PF00096	PF00850
PF00520	PF00036
PF00393	PF00069
PF03849	PF00352
PF00076	PF00623
PF00046	PF00249
PF03388	PF13499
PF02150	PF04565
PF01199	PF01929
PF06068	PF06068
PF03941	PF00069
PF13177	PF13177
PF00130	PF00620
PF00459	PF00459
PF00006	PF00213
PF00104	PF00105
PF09358	PF10585
PF03372	PF00085
PF01434	PF01434
PF01436	PF13905
PF13850	PF07970
PF00623	PF05327
PF01467	PF01467
PF00595	PF03166
PF01120	PF01120
PF00056	PF02866
PF02205	PF05994
PF01398	PF08084
PF00400	PF00615
PF18779	PF00074
PF09439	PF04086
PF02037	PF00179
PF00435	PF00169
PF00240	PF00498
PF02874	PF01496
PF00400	PF00400
PF02437	PF02437
PF10471	PF00515
PF13418	PF13418
PF16213	PF12783
PF04560	PF04567
PF02731	PF02731
PF00069	PF00620
PF00702	PF00400
PF10163	PF08209
PF17838	PF17838
PF11601	PF02214
PF03980	PF03980
PF00047	PF00041
PF15622	PF05859
PF11531	PF11531
PF00622	PF00856
PF00069	PF01030
PF01858	PF11934
PF00152	PF16780
PF00899	PF10585
PF00515	PF00244
PF00623	PF05000
PF00930	PF00326
PF02936	PF00115
PF02762	PF14447
PF18377	PF18377
PF17820	PF00595
PF12026	PF12026
PF00012	PF02179
PF00575	PF00562
PF13855	PF13855
PF16575	PF16575
PF18212	PF13855
PF00498	PF00169
PF03520	PF03520
PF01777	PF00467
PF00071	PF00620
PF00573	PF00827
PF00084	PF17790
PF01423	PF01585
PF00149	PF00561
PF01410	PF01410
PF00069	PF04121
PF00058	PF00008
PF13476	PF13558
PF00176	PF00076
PF00008	PF00041
PF00007	PF00007
PF01403	PF00431
PF00586	PF18072
PF08441	PF17205
PF02769	PF18072
PF00018	PF00515
PF13424	PF13374
PF00125	PF00240
PF16203	PF18307
PF00168	PF01191
PF03725	PF14382
PF04157	PF05871
PF03259	PF03259
PF07147	PF00276
PF07303	PF07303
PF00307	PF00036
PF16523	PF16523
PF07690	PF00324
PF04056	PF07975
PF13405	PF13499
PF07973	PF01411
PF00229	PF00229
PF01028	PF00850
PF01210	PF00583
PF00102	PF00595
PF00084	PF00047
PF01920	PF02996
PF08083	PF06424
PF02880	PF00408
PF04983	PF05000
PF02214	PF00595
PF00051	PF00079
PF00096	PF01728
PF03801	PF03800
PF00566	PF00071
PF00069	PF03501
PF03371	PF03371
PF00022	PF00125
PF03810	PF01279
PF00690	PF00689
PF02167	PF02320
PF00439	PF00004
PF00212	PF01094
PF03416	PF02991
PF14377	PF00240
PF03587	PF05291
PF13401	PF13401
PF03850	PF04056
PF00415	PF00514
PF08702	PF08702
PF00307	PF00630
PF04597	PF05251
PF02854	PF00270
PF03484	PF17759
PF00069	PF04053
PF05026	PF06058
PF08079	PF01775
PF00176	PF00385
PF10018	PF11221
PF00104	PF00104
PF00039	PF00008
PF01777	PF01199
PF10018	PF10156
PF08490	PF04042
PF06632	PF09302
PF00339	PF00001
PF00503	PF00690
PF08332	PF00069
PF03870	PF00562
PF02518	PF01119
PF00533	PF06632
PF16727	PF16727
PF13905	PF13905
PF04153	PF01115
PF02185	PF00069
PF04427	PF03914
PF00969	PF07654
PF01655	PF01092
PF00071	PF02913
PF00177	PF00318
PF15433	PF08293
PF00069	PF00096
PF00595	PF00001
PF02170	PF00636
PF00153	PF07686
PF01408	PF09166
PF00400	PF02969
PF01253	PF02854
PF03143	PF03226
PF00071	PF08912
PF00380	PF01090
PF00069	PF02463
PF00097	PF00125
PF04177	PF00149
PF00069	PF18397
PF18031	PF00240
PF00515	PF00400
PF11521	PF08567
PF00493	PF03104
PF01398	PF00240
PF08367	PF05193
PF13193	PF13193
PF00443	PF10163
PF00400	PF00169
PF13510	PF10589
PF00503	PF00631
PF18262	PF01409
PF00071	PF18784
PF10232	PF09637
PF03441	PF03441
PF01084	PF01250
PF01992	PF00006
PF00149	PF00022
PF13793	PF14572
PF01167	PF01167
PF06083	PF16578
PF00058	PF00053
PF00053	PF00055
PF00628	PF00400
PF16193	PF00004
PF04388	PF04388
PF02775	PF00069
PF01280	PF01655
PF00297	PF00400
PF04566	PF04560
PF00130	PF00130
PF00452	PF15285
PF00327	PF01294
PF02779	PF00676
PF00827	PF00428
PF03810	PF00071
PF00018	PF03114
PF04565	PF04563
PF12895	PF18391
PF16746	PF16746
PF00152	PF00152
PF05924	PF00615
PF00456	PF02779
PF00439	PF00170
PF10996	PF07521
PF00271	PF00694
PF05460	PF18137
PF00076	PF00514
PF00097	PF00400
PF12796	PF02259
PF00071	PF01843
PF00018	PF16621
PF00240	PF01363
PF00036	PF00627
PF00714	PF01108
PF01602	PF00400
PF17772	PF10513
PF00676	PF00198
PF00575	PF00467
PF02196	PF00130
PF01246	PF01599
PF00069	PF00130
PF02259	PF02260
PF00515	PF07719
PF00452	PF15150
PF18112	PF00240
PF16211	PF15511
PF17903	PF00411
PF00023	PF00004
PF02184	PF00271
PF07651	PF07651
PF16183	PF00498
PF00890	PF01127
PF00622	PF00622
PF03357	PF04652
PF00620	PF00071
PF09104	PF09121
PF00270	PF01423
PF00240	PF00160
PF00433	PF00071
PF16801	PF16685
PF00626	PF03250
PF01049	PF00028
PF00008	PF00079
PF02190	PF02190
PF00249	PF00046
PF00089	PF01835
PF00620	PF02196
PF02338	PF00240
PF00270	PF02518
PF01501	PF05693
PF00642	PF03178
PF02020	PF01873
PF00046	PF02178
PF00433	PF02196
PF07716	PF07716
PF00801	PF00801
PF13646	PF01603
PF00452	PF15185
PF00023	PF13857
PF01159	PF03947
PF02150	PF01194
PF11411	PF06632
PF05839	PF13181
PF04084	PF00004
PF01480	PF01480
PF00112	PF12796
PF00203	PF00416
PF00317	PF03477
PF00240	PF01399
PF00095	PF00095
PF01201	PF17777
PF07686	PF07679
PF01012	PF07992
PF00561	PF00561
PF12047	PF00145
PF00092	PF01759
PF00027	PF00069
PF00036	PF00036
PF00062	PF13855
PF00595	PF07653
PF07992	PF02817
PF17855	PF02724
PF02177	PF12924
PF02260	PF00320
PF06459	PF06459
PF00318	PF00163
PF01253	PF02020
PF00615	PF00001
PF00069	PF03261
PF13855	PF13306
PF07654	PF12796
PF14565	PF01108
PF02809	PF00240
PF01462	PF01462
PF02212	PF00069
PF09294	PF01108
PF00031	PF00031
PF01974	PF01974
PF03166	PF03165
PF01778	PF01655
PF09302	PF09302
PF01472	PF01253
PF04565	PF01000
PF00076	PF00533
PF00125	PF00557
PF17849	PF01138
PF09358	PF09358
PF01191	PF04560
PF03223	PF01990
PF01912	PF00076
PF08514	PF04825
PF02790	PF02284
PF00791	PF00435
PF01138	PF03725
PF00610	PF00928
PF04851	PF04851
PF03199	PF03917
PF00175	PF02898
PF15898	PF15898
PF08321	PF00244
PF01286	PF05181
PF02736	PF13499
PF00581	PF06617
PF08774	PF08774
PF02845	PF02845
PF00178	PF16179
PF11799	PF00705
PF02792	PF08389
PF00129	PF00129
PF00572	PF00380
PF00562	PF00271
PF11416	PF00995
PF01780	PF01090
PF02985	PF00149
PF00089	PF00057
PF04561	PF04561
PF00615	PF00503
PF00021	PF00021
PF00899	PF09358
PF00096	PF02190
PF00076	PF00642
PF01246	PF01200
PF00400	PF00612
PF00452	PF10514
PF08825	PF08825
PF01280	PF01780
PF00107	PF00071
PF00400	PF00012
PF01436	PF00008
PF15510	PF15511
PF01108	PF00089
PF07654	PF00129
PF05856	PF04699
PF03446	PF00056
PF15511	PF16211
PF00619	PF00931
PF00612	PF13405
PF03556	PF10557
PF00098	PF01423
PF07678	PF01835
PF02145	PF00071
PF00384	PF05071
PF01086	PF00637
PF18038	PF07714
PF00019	PF00069
PF14843	PF07686
PF00312	PF00203
PF13513	PF01279
PF03731	PF02735
PF02978	PF02978
PF03166	PF00096
PF07684	PF06816
PF04427	PF00270
PF08356	PF08355
PF00017	PF00169
PF00400	PF17655
PF04997	PF04998
PF00090	PF00092
PF00481	PF07830
PF12265	PF17226
PF08771	PF08771
PF05327	PF11781
PF01193	PF00467
PF00007	PF01392
PF12796	PF14843
PF00618	PF00071
PF02115	PF00071
PF01237	PF01237
PF04992	PF05000
PF06009	PF00054
PF07527	PF07527
PF01652	PF00271
PF18379	PF17887
PF05282	PF05282
PF00058	PF00058
PF00318	PF00380
PF17982	PF17982
PF02775	PF02775
PF00046	PF03166
PF00588	PF08032
PF01835	PF00084
PF01728	PF00096
PF04939	PF04427
PF08084	PF01398
PF00531	PF00619
PF00570	PF00270
PF00240	PF09280
PF00125	PF00022
PF08603	PF00241
PF00240	PF00888
PF00012	PF00562
PF15913	PF18212
PF15347	PF00017
PF01213	PF00241
PF03931	PF00646
PF01747	PF01583
PF01227	PF01227
PF03129	PF00076
PF00013	PF16544
PF02939	PF02271
PF00108	PF00378
PF04998	PF01191
PF01846	PF01846
PF12895	PF07719
PF16422	PF16422
PF00040	PF00040
PF18140	PF01039
PF13855	PF02221
PF00076	PF00134
PF00595	PF02377
PF02709	PF02709
PF00036	PF13833
PF06732	PF01248
PF00289	PF00988
PF00400	PF10433
PF01352	PF00096
PF18020	PF01437
PF00022	PF00004
PF02780	PF00198
PF00638	PF00076
PF02301	PF00400
PF00069	PF00149
PF00151	PF00151
PF00270	PF00570
PF08022	PF08030
